interaction_id,lead_id,employee_id,interaction_date,interaction_type,customer_response,objection_category,follow_up_required,next_follow_up_date,interaction_outcome,remarks
2508,908,7,2023-12-23,Call,Need Time,Need Customization,True,2023-12-25,Follow-up Scheduled,Customer requested a customized itinerary.
2509,908,4,2023-12-29,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2510,909,7,2023-12-27,Call,Need Time,Budget Issue,True,2023-12-30,Follow-up Scheduled,Waiting for salary before confirming.
2511,909,2,2023-12-29,Call,Need Time,Travel Date Issue,True,2024-01-01,Follow-up Scheduled,Travel dates do not match schedule.
2512,909,8,2024-01-02,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
2513,910,3,2026-02-27,Call,Need Time,Competitor,True,2026-03-03,Follow-up Scheduled,Waiting for competitor quotation.
2514,910,6,2026-03-01,Email,Need More Information,Competitor,True,2026-03-07,Follow-up Scheduled,Waiting for competitor quotation.
2515,910,3,2026-03-04,Call,Need Time,Travel Date Issue,True,2026-03-11,Follow-up Scheduled,Office leave not approved yet.
2516,910,11,2026-03-12,WhatsApp,Need More Information,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2517,911,9,2026-06-26,Email,Need Time,Need Customization,False,,Quotation Shared,Customer requested a customized itinerary.
2518,912,11,2024-01-17,Call,Very Interested,No Objection,True,2024-01-21,Converted,Booking confirmed.
2519,912,2,2024-01-22,Call,Very Interested,No Objection,True,2024-01-27,Converted,Customer appreciated the itinerary.
2520,912,12,2024-01-22,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2521,914,11,2025-09-01,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2522,915,9,2023-10-08,Call,No Response,No Objection,True,2023-10-13,Lost,Customer is interested in proceeding.
2523,915,12,2023-10-11,WhatsApp,No Response,No Objection,True,2023-10-15,Lost,Booking confirmed.
2524,915,10,2023-10-15,Call,Not Interested,Travel Date Issue,True,2023-10-19,Lost,Office leave not approved yet.
2525,915,7,2023-10-14,WhatsApp,Not Interested,Family Decision,False,,Lost,Spouse approval pending.
2526,916,9,2025-11-08,Call,Need Time,Need Customization,True,2025-11-13,Follow-up Scheduled,Asked to include extra sightseeing.
2527,916,5,2025-11-14,WhatsApp,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
2528,917,5,2024-12-12,WhatsApp,Need Time,Budget Issue,False,,Quotation Shared,Customer requested a lower-priced package.
2529,918,7,2026-05-21,WhatsApp,Very Interested,No Objection,True,2026-05-26,Converted,Customer appreciated the itinerary.
2530,918,11,2026-05-26,WhatsApp,Interested,No Objection,True,2026-06-02,Converted,Customer appreciated the itinerary.
2531,918,11,2026-06-01,Email,Very Interested,No Objection,True,2026-06-05,Converted,Customer appreciated the itinerary.
2532,918,7,2026-06-02,Email,Interested,No Objection,True,2026-06-05,Converted,Quotation shared successfully.
2533,918,3,2026-06-03,WhatsApp,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2534,919,11,2025-12-13,Call,Interested,No Objection,True,2025-12-18,Converted,Customer is interested in proceeding.
2535,919,11,2025-12-16,WhatsApp,Interested,No Objection,False,,Converted,Booking confirmed.
2536,920,12,2024-03-15,Call,Need Time,Family Decision,False,,Quotation Shared,Waiting for family confirmation.
2537,921,4,2025-02-02,Email,No Response,No Objection,True,2025-02-06,Lost,Customer appreciated the itinerary.
2538,921,1,2025-02-07,WhatsApp,No Response,No Objection,True,2025-02-11,Lost,Quotation shared successfully.
2539,921,1,2025-02-11,WhatsApp,No Response,No Objection,True,2025-02-17,Lost,Customer appreciated the itinerary.
2540,921,1,2025-02-13,Call,No Response,No Objection,True,2025-02-20,Lost,Customer is interested in proceeding.
2541,921,4,2025-02-24,Call,Not Interested,Travel Date Issue,False,,Lost,Office leave not approved yet.
2542,923,1,2024-01-20,Call,Need Time,Payment Issue,True,2024-01-26,Follow-up Scheduled,Requested EMI option.
2543,923,2,2024-01-24,Call,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
2544,925,12,2025-03-31,Call,Interested,No Objection,True,2025-04-06,Converted,Customer is interested in proceeding.
2545,925,12,2025-04-03,Call,Interested,No Objection,True,2025-04-05,Converted,Customer is interested in proceeding.
2546,925,1,2025-04-04,Email,Very Interested,No Objection,False,,Converted,Booking confirmed.
2547,926,4,2026-02-17,Email,Interested,No Objection,True,2026-02-19,Converted,Customer appreciated the itinerary.
2548,926,10,2026-02-18,WhatsApp,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2549,927,7,2023-12-01,Call,Very Interested,No Objection,True,2023-12-06,Converted,Customer appreciated the itinerary.
2550,927,4,2023-12-03,WhatsApp,Interested,No Objection,True,2023-12-10,Converted,Quotation shared successfully.
2551,927,3,2023-12-04,WhatsApp,Interested,No Objection,True,2023-12-11,Converted,Quotation shared successfully.
2552,927,8,2023-12-11,Email,Very Interested,No Objection,True,2023-12-13,Converted,Booking confirmed.
2553,927,5,2023-12-22,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
2554,928,5,2024-07-17,Call,No Response,No Objection,True,2024-07-19,Lost,Customer appreciated the itinerary.
2555,928,5,2024-07-19,WhatsApp,Not Interested,Competitor,True,2024-07-23,Lost,Customer is comparing another travel company.
2556,928,11,2024-07-20,WhatsApp,No Response,No Objection,True,2024-07-25,Lost,Booking confirmed.
2557,928,9,2024-07-27,WhatsApp,No Response,No Objection,True,2024-08-01,Lost,Customer is interested in proceeding.
2558,928,2,2024-07-30,Call,No Response,No Objection,True,2024-08-05,Lost,Quotation shared successfully.
2559,928,2,2024-08-04,Call,No Response,No Objection,False,,Lost,Booking confirmed.
2560,929,9,2024-06-18,Email,Need Time,Budget Issue,True,2024-06-23,Follow-up Scheduled,Customer requested a lower-priced package.
2561,929,8,2024-06-20,Call,Need More Information,Budget Issue,True,2024-06-22,Follow-up Scheduled,Customer requested a lower-priced package.
2562,929,6,2024-06-25,WhatsApp,Need Time,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
2563,930,4,2026-05-08,Call,No Response,No Objection,True,2026-05-11,Lost,Customer appreciated the itinerary.
2564,930,9,2026-05-10,Call,No Response,No Objection,True,2026-05-12,Lost,Customer is interested in proceeding.
2565,930,8,2026-05-15,Call,No Response,No Objection,True,2026-05-21,Lost,Customer appreciated the itinerary.
2566,930,1,2026-05-17,Call,No Response,No Objection,True,2026-05-20,Lost,Quotation shared successfully.
2567,930,9,2026-05-22,Email,No Response,No Objection,False,,Lost,Customer appreciated the itinerary.
2568,931,12,2025-10-12,Call,Interested,No Objection,True,2025-10-16,Converted,Booking confirmed.
2569,931,2,2025-10-13,Call,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2570,932,7,2024-06-28,Call,Very Interested,No Objection,True,2024-07-02,Converted,Booking confirmed.
2571,932,5,2024-07-03,Call,Very Interested,No Objection,True,2024-07-07,Converted,Booking confirmed.
2572,932,11,2024-07-08,WhatsApp,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2573,933,4,2024-03-02,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2574,934,4,2024-08-06,Call,Interested,No Objection,True,2024-08-11,Converted,Booking confirmed.
2575,934,11,2024-08-13,Call,Very Interested,No Objection,True,2024-08-18,Converted,Booking confirmed.
2576,934,2,2024-08-12,Call,Interested,No Objection,False,,Converted,Booking confirmed.
2577,935,12,2024-03-25,Call,Interested,No Objection,True,2024-03-28,Converted,Customer appreciated the itinerary.
2578,935,6,2024-03-28,Call,Very Interested,No Objection,True,2024-04-04,Converted,Quotation shared successfully.
2579,935,11,2024-03-30,Call,Interested,No Objection,True,2024-04-05,Converted,Customer appreciated the itinerary.
2580,935,5,2024-04-03,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
2581,936,4,2026-01-08,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
2582,937,10,2024-06-08,Call,Very Interested,No Objection,True,2024-06-11,Converted,Booking confirmed.
2583,937,8,2024-06-12,SMS,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
2584,938,10,2026-07-01,Email,Need Time,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
2585,939,9,2026-05-22,Call,Interested,No Objection,True,2026-05-27,Converted,Customer is interested in proceeding.
2586,939,11,2026-05-28,Email,Very Interested,No Objection,True,2026-06-04,Converted,Customer is interested in proceeding.
2587,939,8,2026-05-26,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2588,940,10,2025-03-21,Call,No Response,No Objection,True,2025-03-23,Follow-up Scheduled,Customer appreciated the itinerary.
2589,940,7,2025-03-25,WhatsApp,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2590,941,10,2026-04-14,Call,Interested,No Objection,True,2026-04-17,Follow-up Scheduled,Customer is interested in proceeding.
2591,941,1,2026-04-17,SMS,Need Time,Health Issue,True,2026-04-22,Follow-up Scheduled,Customer postponed due to health reasons.
2592,941,11,2026-04-17,WhatsApp,Interested,No Objection,True,2026-04-23,Follow-up Scheduled,Booking confirmed.
2593,941,11,2026-04-22,Email,Need More Information,Budget Issue,False,,Quotation Shared,Customer requested a lower-priced package.
2594,942,12,2026-05-26,Call,No Response,No Objection,True,2026-05-31,Lost,Booking confirmed.
2595,942,1,2026-06-01,Call,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
2596,943,2,2025-08-31,SMS,Need Time,Office Leave,True,2025-09-02,Follow-up Scheduled,Customer will confirm after leave approval.
2597,943,9,2025-09-06,Call,Interested,No Objection,True,2025-09-09,Follow-up Scheduled,Quotation shared successfully.
2598,943,4,2025-09-11,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2599,944,6,2025-12-16,Call,Interested,No Objection,True,2025-12-18,Follow-up Scheduled,Customer is interested in proceeding.
2600,944,11,2025-12-19,WhatsApp,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2601,945,5,2026-09-01,WhatsApp,Very Interested,No Objection,True,2026-09-07,Converted,Quotation shared successfully.
2602,945,8,2026-09-07,Call,Very Interested,No Objection,True,2026-09-09,Converted,Customer appreciated the itinerary.
2603,945,1,2026-09-08,Email,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2604,946,9,2026-07-17,Call,No Response,No Objection,True,2026-07-22,Lost,Booking confirmed.
2605,946,4,2026-07-22,Call,Not Interested,Budget Issue,False,,Lost,Customer requested a lower-priced package.
2606,947,2,2025-10-13,Call,Not Interested,Travel Date Issue,True,2025-10-19,Lost,Requested a different departure date.
2607,947,3,2025-10-19,Call,Not Interested,Travel Date Issue,True,2025-10-25,Lost,Requested a different departure date.
2608,947,6,2025-10-21,SMS,Not Interested,Payment Issue,True,2025-10-25,Lost,Payment method discussion pending.
2609,947,2,2025-10-19,WhatsApp,Not Interested,Need Customization,True,2025-10-22,Lost,Asked to include extra sightseeing.
2610,947,9,2025-10-27,Email,Not Interested,No Objection,True,2025-10-29,Lost,Customer is interested in proceeding.
2611,947,7,2025-11-02,WhatsApp,No Response,No Objection,False,,Lost,Booking confirmed.
2612,948,11,2025-03-03,Call,Interested,No Objection,True,2025-03-08,Converted,Customer is interested in proceeding.
2613,948,2,2025-03-09,Email,Very Interested,No Objection,True,2025-03-12,Converted,Booking confirmed.
2614,948,1,2025-03-11,Email,Interested,No Objection,True,2025-03-13,Converted,Booking confirmed.
2615,948,12,2025-03-15,Call,Interested,No Objection,False,,Converted,Booking confirmed.
2616,949,1,2024-02-20,Email,Need Time,Budget Issue,True,2024-02-25,Follow-up Scheduled,Customer requested a lower-priced package.
2617,949,3,2024-02-23,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2618,950,4,2025-08-31,Call,Interested,No Objection,True,2025-09-05,Converted,Customer appreciated the itinerary.
2619,950,5,2025-09-04,Call,Very Interested,No Objection,True,2025-09-09,Converted,Booking confirmed.
2620,950,8,2025-09-08,Email,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2621,951,9,2026-01-10,Call,Interested,No Objection,True,2026-01-17,Converted,Customer is interested in proceeding.
2622,951,6,2026-01-12,Call,Interested,No Objection,True,2026-01-18,Converted,Customer is interested in proceeding.
2623,951,12,2026-01-18,Call,Interested,No Objection,True,2026-01-22,Converted,Booking confirmed.
2624,951,12,2026-01-24,WhatsApp,Interested,No Objection,True,2026-01-29,Converted,Customer is interested in proceeding.
2625,951,8,2026-01-25,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2626,952,12,2024-05-06,Email,Need Time,Health Issue,True,2024-05-09,Follow-up Scheduled,Customer postponed due to health reasons.
2627,952,7,2024-05-07,WhatsApp,No Response,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2628,954,8,2025-04-09,Call,Very Interested,No Objection,True,2025-04-13,Converted,Customer appreciated the itinerary.
2629,954,6,2025-04-13,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2630,955,3,2025-10-04,Call,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2631,956,6,2025-11-10,WhatsApp,Interested,No Objection,True,2025-11-17,Follow-up Scheduled,Customer is interested in proceeding.
2632,956,1,2025-11-11,Call,Need More Information,Need Customization,True,2025-11-13,Follow-up Scheduled,Asked to include extra sightseeing.
2633,956,4,2025-11-14,WhatsApp,Need More Information,Need Customization,True,2025-11-21,Follow-up Scheduled,Customer requested a customized itinerary.
2634,956,6,2025-11-19,Call,Need More Information,Family Decision,False,,Quotation Shared,Spouse approval pending.
2635,957,2,2023-09-18,Call,Need More Information,Budget Issue,True,2023-09-25,Follow-up Scheduled,Customer requested a lower-priced package.
2636,957,1,2023-09-24,Call,Need More Information,Family Decision,True,2023-09-30,Follow-up Scheduled,Spouse approval pending.
2637,957,7,2023-09-23,Call,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
2638,958,4,2023-09-21,WhatsApp,Interested,No Objection,True,2023-09-23,Converted,Customer is interested in proceeding.
2639,958,6,2023-09-26,Call,Very Interested,No Objection,True,2023-10-01,Converted,Customer appreciated the itinerary.
2640,958,9,2023-09-26,Email,Very Interested,No Objection,True,2023-10-01,Converted,Customer appreciated the itinerary.
2641,958,12,2023-09-28,WhatsApp,Interested,No Objection,True,2023-10-02,Converted,Customer appreciated the itinerary.
2642,958,6,2023-10-05,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
2643,959,12,2023-12-22,Call,Need Time,Family Decision,True,2023-12-27,Follow-up Scheduled,Waiting for family confirmation.
2644,959,3,2023-12-26,Call,Need More Information,Competitor,True,2024-01-02,Follow-up Scheduled,Customer is comparing another travel company.
2645,959,9,2023-12-30,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2646,960,10,2026-07-26,Call,Interested,No Objection,True,2026-07-30,Converted,Quotation shared successfully.
2647,960,5,2026-07-28,Call,Interested,No Objection,True,2026-08-03,Converted,Customer is interested in proceeding.
2648,960,11,2026-08-01,Email,Very Interested,No Objection,True,2026-08-06,Converted,Quotation shared successfully.
2649,960,9,2026-08-03,Call,Interested,No Objection,True,2026-08-08,Converted,Booking confirmed.
2650,960,6,2026-08-02,WhatsApp,Very Interested,No Objection,False,,Converted,Booking confirmed.
2651,961,2,2025-06-06,Call,Very Interested,No Objection,True,2025-06-09,Converted,Customer is interested in proceeding.
2652,961,4,2025-06-08,Call,Very Interested,No Objection,True,2025-06-15,Converted,Quotation shared successfully.
2653,961,1,2025-06-11,SMS,Interested,No Objection,True,2025-06-14,Converted,Quotation shared successfully.
2654,961,6,2025-06-18,WhatsApp,Interested,No Objection,True,2025-06-22,Converted,Booking confirmed.
2655,961,2,2025-06-13,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2656,962,3,2024-11-29,Call,Very Interested,No Objection,True,2024-12-02,Converted,Customer appreciated the itinerary.
2657,962,11,2024-12-01,WhatsApp,Very Interested,No Objection,True,2024-12-04,Converted,Booking confirmed.
2658,962,2,2024-12-02,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
2659,963,2,2026-05-28,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2660,964,8,2026-06-05,Call,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2661,965,11,2025-01-23,Call,Very Interested,No Objection,True,2025-01-29,Converted,Quotation shared successfully.
2662,965,11,2025-01-26,Call,Interested,No Objection,True,2025-01-29,Converted,Booking confirmed.
2663,965,8,2025-01-27,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
2664,966,6,2025-02-10,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
2665,967,11,2024-08-07,Email,Very Interested,No Objection,True,2024-08-12,Converted,Customer is interested in proceeding.
2666,967,6,2024-08-13,Call,Interested,No Objection,True,2024-08-20,Converted,Customer appreciated the itinerary.
2667,967,6,2024-08-19,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2668,968,8,2024-05-13,WhatsApp,Not Interested,Budget Issue,True,2024-05-18,Lost,Budget exceeds customer's expectation.
2669,968,12,2024-05-16,Email,No Response,No Objection,True,2024-05-19,Lost,Customer is interested in proceeding.
2670,968,2,2024-05-17,SMS,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
2671,969,11,2026-07-18,Call,Very Interested,No Objection,True,2026-07-24,Converted,Customer appreciated the itinerary.
2672,969,8,2026-07-20,Call,Very Interested,No Objection,True,2026-07-23,Converted,Booking confirmed.
2673,969,5,2026-07-25,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
2674,970,12,2025-12-27,Call,Interested,No Objection,True,2026-01-02,Follow-up Scheduled,Quotation shared successfully.
2675,970,2,2025-12-31,WhatsApp,Need Time,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2676,971,5,2026-02-07,Email,Interested,No Objection,True,2026-02-09,Converted,Quotation shared successfully.
2677,971,4,2026-02-07,Call,Very Interested,No Objection,True,2026-02-10,Converted,Booking confirmed.
2678,971,10,2026-02-16,Call,Very Interested,No Objection,True,2026-02-19,Converted,Customer appreciated the itinerary.
2679,971,3,2026-02-14,Call,Very Interested,No Objection,True,2026-02-21,Converted,Quotation shared successfully.
2680,971,2,2026-02-19,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2681,972,12,2024-08-30,SMS,Interested,No Objection,True,2024-09-02,Follow-up Scheduled,Quotation shared successfully.
2682,972,12,2024-09-05,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
2683,973,7,2026-01-01,Call,Very Interested,No Objection,True,2026-01-07,Converted,Quotation shared successfully.
2684,973,9,2026-01-03,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
2685,974,11,2025-10-08,WhatsApp,Interested,No Objection,True,2025-10-13,Converted,Booking confirmed.
2686,974,5,2025-10-13,Call,Interested,No Objection,True,2025-10-16,Converted,Booking confirmed.
2687,974,2,2025-10-13,Call,Very Interested,No Objection,True,2025-10-16,Converted,Customer is interested in proceeding.
2688,974,9,2025-10-24,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
2689,975,11,2023-11-14,Call,Need Time,Budget Issue,True,2023-11-20,Follow-up Scheduled,Customer requested a lower-priced package.
2690,975,4,2023-11-18,Call,Need More Information,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
2691,976,3,2025-05-30,Email,No Response,No Objection,True,2025-06-02,Lost,Customer appreciated the itinerary.
2692,976,3,2025-06-01,Call,Not Interested,Competitor,True,2025-06-07,Lost,Waiting for competitor quotation.
2693,976,10,2025-06-08,Call,Not Interested,Travel Date Issue,True,2025-06-15,Lost,Office leave not approved yet.
2694,976,5,2025-06-05,Call,No Response,No Objection,False,,Lost,Booking confirmed.
2695,977,10,2024-01-22,Call,Very Interested,No Objection,True,2024-01-27,Converted,Customer appreciated the itinerary.
2696,977,7,2024-01-24,Call,Interested,No Objection,True,2024-01-26,Converted,Booking confirmed.
2697,977,8,2024-01-28,Call,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2698,978,2,2024-02-21,WhatsApp,Interested,No Objection,True,2024-02-27,Converted,Quotation shared successfully.
2699,978,1,2024-02-22,WhatsApp,Interested,No Objection,True,2024-02-25,Converted,Customer appreciated the itinerary.
2700,978,5,2024-03-02,WhatsApp,Interested,No Objection,True,2024-03-06,Converted,Quotation shared successfully.
2701,978,5,2024-02-25,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2702,979,6,2024-01-09,WhatsApp,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
2703,980,1,2025-08-09,Call,No Response,No Objection,True,2025-08-11,Lost,Quotation shared successfully.
2704,980,6,2025-08-13,WhatsApp,Not Interested,No Objection,True,2025-08-19,Lost,Customer is interested in proceeding.
2705,980,1,2025-08-16,Call,Not Interested,Office Leave,True,2025-08-18,Lost,Customer will confirm after leave approval.
2706,980,10,2025-08-18,Email,Not Interested,Budget Issue,False,,Lost,Budget exceeds customer's expectation.
2707,981,2,2023-10-25,Call,Need More Information,Budget Issue,True,2023-10-31,Follow-up Scheduled,Waiting for salary before confirming.
2708,981,12,2023-10-30,Call,Need More Information,Travel Date Issue,True,2023-11-01,Follow-up Scheduled,Office leave not approved yet.
2709,981,10,2023-10-31,WhatsApp,Need More Information,Competitor,True,2023-11-03,Follow-up Scheduled,Customer is comparing another travel company.
2710,981,4,2023-11-01,Call,Need More Information,Need Customization,False,,Quotation Shared,Customer requested a customized itinerary.
2711,982,12,2026-04-21,WhatsApp,Interested,No Objection,True,2026-04-28,Converted,Quotation shared successfully.
2712,982,10,2026-04-24,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2713,983,8,2025-02-27,SMS,Need Time,Travel Date Issue,True,2025-03-06,Follow-up Scheduled,Travel dates do not match schedule.
2714,983,4,2025-03-04,SMS,Interested,No Objection,True,2025-03-06,Follow-up Scheduled,Quotation shared successfully.
2715,983,5,2025-03-10,WhatsApp,Need More Information,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
2716,984,7,2023-11-06,SMS,Interested,No Objection,True,2023-11-10,Converted,Customer appreciated the itinerary.
2717,984,6,2023-11-10,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2718,985,7,2024-01-10,WhatsApp,Need Time,Budget Issue,True,2024-01-17,Follow-up Scheduled,Budget exceeds customer's expectation.
2719,985,12,2024-01-13,WhatsApp,Need More Information,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
2720,986,9,2025-05-27,Call,Interested,No Objection,True,2025-05-31,Converted,Customer is interested in proceeding.
2721,986,3,2025-05-29,WhatsApp,Very Interested,No Objection,True,2025-06-05,Converted,Booking confirmed.
2722,986,9,2025-06-01,Call,Very Interested,No Objection,True,2025-06-07,Converted,Quotation shared successfully.
2723,986,11,2025-06-13,WhatsApp,Interested,No Objection,True,2025-06-19,Converted,Customer is interested in proceeding.
2724,986,12,2025-06-09,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
2725,987,6,2023-10-22,WhatsApp,Very Interested,No Objection,True,2023-10-25,Converted,Customer is interested in proceeding.
2726,987,6,2023-10-26,Call,Very Interested,No Objection,True,2023-11-01,Converted,Customer is interested in proceeding.
2727,987,4,2023-10-31,Email,Interested,No Objection,True,2023-11-05,Converted,Quotation shared successfully.
2728,987,5,2023-11-01,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2729,988,12,2025-06-28,Email,Need Time,Office Leave,True,2025-07-02,Follow-up Scheduled,Waiting for office leave approval.
2730,988,2,2025-07-02,WhatsApp,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2731,989,10,2026-02-20,Email,Need Time,Family Decision,False,,Quotation Shared,Waiting for family confirmation.
2732,990,4,2024-12-15,WhatsApp,Need Time,Budget Issue,True,2024-12-17,Follow-up Scheduled,Waiting for salary before confirming.
2733,990,7,2024-12-16,Email,Interested,No Objection,True,2024-12-21,Follow-up Scheduled,Customer is interested in proceeding.
2734,990,2,2024-12-25,WhatsApp,Need Time,Competitor,True,2024-12-31,Follow-up Scheduled,Customer is comparing another travel company.
2735,990,1,2024-12-20,Email,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2736,991,3,2025-02-16,Call,Interested,No Objection,True,2025-02-23,Follow-up Scheduled,Customer is interested in proceeding.
2737,991,11,2025-02-22,Email,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
2738,992,9,2024-07-27,Call,Interested,No Objection,True,2024-07-31,Converted,Booking confirmed.
2739,992,3,2024-07-28,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
2740,993,3,2024-06-18,Call,Interested,No Objection,True,2024-06-24,Converted,Quotation shared successfully.
2741,993,10,2024-06-23,WhatsApp,Very Interested,No Objection,True,2024-06-27,Converted,Quotation shared successfully.
2742,993,11,2024-06-22,SMS,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
2743,994,9,2025-03-03,Call,Need Time,Travel Date Issue,True,2025-03-08,Follow-up Scheduled,Travel dates do not match schedule.
2744,994,1,2025-03-07,Call,No Response,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
2745,995,3,2026-03-31,Call,Not Interested,Travel Date Issue,True,2026-04-02,Lost,Travel dates do not match schedule.
2746,995,7,2026-04-07,Call,Not Interested,Travel Date Issue,True,2026-04-14,Lost,Requested a different departure date.
2747,995,5,2026-04-07,Email,Not Interested,Office Leave,True,2026-04-14,Lost,Waiting for office leave approval.
2748,995,1,2026-04-11,Email,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
2749,996,9,2025-08-14,WhatsApp,Not Interested,Travel Date Issue,True,2025-08-17,Lost,Office leave not approved yet.
2750,996,1,2025-08-14,Email,Not Interested,Need Customization,True,2025-08-21,Lost,Asked to include extra sightseeing.
2751,996,6,2025-08-17,Call,Not Interested,Competitor,True,2025-08-24,Lost,Customer is comparing another travel company.
2752,996,11,2025-08-22,Call,Not Interested,Competitor,True,2025-08-28,Lost,Waiting for competitor quotation.
2753,996,11,2025-08-22,Call,Not Interested,Travel Date Issue,True,2025-08-26,Lost,Travel dates do not match schedule.
2754,996,5,2025-09-05,Call,Not Interested,Budget Issue,False,,Lost,Waiting for salary before confirming.
2755,997,6,2026-06-09,Call,Need Time,Budget Issue,True,2026-06-12,Follow-up Scheduled,Customer requested a lower-priced package.
2756,997,10,2026-06-10,Call,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
2757,998,10,2026-04-20,WhatsApp,No Response,No Objection,True,2026-04-24,Lost,Quotation shared successfully.
2758,998,7,2026-04-22,WhatsApp,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
2759,999,8,2024-08-05,Email,No Response,No Objection,True,2024-08-07,Lost,Customer is interested in proceeding.
2760,999,3,2024-08-09,WhatsApp,No Response,No Objection,True,2024-08-13,Lost,Customer is interested in proceeding.
2761,999,12,2024-08-15,Call,No Response,No Objection,True,2024-08-19,Lost,Customer appreciated the itinerary.
2762,999,3,2024-08-12,Email,Not Interested,Office Leave,True,2024-08-18,Lost,Customer will confirm after leave approval.
2763,999,10,2024-08-21,WhatsApp,No Response,No Objection,False,,Lost,Quotation shared successfully.
2764,1000,12,2025-05-19,WhatsApp,No Response,No Objection,True,2025-05-21,Lost,Quotation shared successfully.
2765,1000,9,2025-05-25,Email,No Response,No Objection,True,2025-06-01,Lost,Customer is interested in proceeding.
2766,1000,1,2025-05-30,Call,No Response,No Objection,True,2025-06-04,Lost,Booking confirmed.
2767,1000,8,2025-05-26,WhatsApp,Not Interested,Need Customization,True,2025-06-01,Lost,Customer requested a customized itinerary.
2768,1000,10,2025-06-05,Call,Not Interested,Payment Issue,True,2025-06-11,Lost,Payment method discussion pending.
