payment_id,booking_id,payment_timestamp,payment_method,payment_status,transaction_id,amount_paid,refund_amount,currency
1269,1269,2024-09-23 10:28:38,Net Banking,Paid,TPPAY0MXAB8OCPA,75831.0,0.0,INR
1270,1270,2023-10-12 10:17:24,UPI,Paid,TPPAYT43PS7EF0S,118202.8,0.0,INR
1271,1271,2025-04-22 20:27:42,UPI,Paid,TPPAYGON4PCPCED,98636.6,0.0,INR
1272,1272,2026-06-20 22:11:04,Debit Card,Paid,TPPAYD7WHZM6BD4,150964.0,0.0,INR
1273,1273,2026-07-11 21:29:53,Debit Card,Paid,TPPAY9HHYUW60VK,139032.0,0.0,INR
1274,1274,2026-06-14 21:05:39,UPI,Paid,TPPAYJOO1K2IDNI,60224.4,0.0,INR
1275,1275,2026-08-04 06:54:09,UPI,Paid,TPPAYPZ0OSGGAW8,74748.0,0.0,INR
1276,1276,2026-06-27 02:07:14,Wallet,Pending,TPPAYQMBXMH9U5T,0.0,0.0,INR
1277,1277,2026-07-15 21:43:31,Debit Card,Paid,TPPAYJTVKKTBGYF,81310.0,0.0,INR
1278,1278,2024-04-07 01:36:30,UPI,Paid,TPPAYXOHV4LC2V5,61533.4,0.0,INR
1279,1279,2026-06-23 02:11:51,Debit Card,Paid,TPPAYK2U10OP6YG,87690.0,0.0,INR
1280,1280,2024-12-08 22:09:37,Credit Card,Paid,TPPAYKXO787XH4P,89900.0,0.0,INR
1281,1281,2024-09-12 19:38:11,Credit Card,Paid,TPPAYKW7UPGGPUB,72868.5,0.0,INR
1282,1282,2026-08-07 17:51:01,Debit Card,Paid,TPPAYR2YRHCJS16,13158.0,0.0,INR
1283,1283,2024-01-30 11:14:07,UPI,Paid,TPPAY029CPCC97V,42658.95,0.0,INR
1284,1284,2026-09-01 00:33:01,Wallet,Paid,TPPAYD095GAO4V5,99705.0,0.0,INR
1285,1285,2024-09-20 22:08:36,Debit Card,Paid,TPPAYO2H1DKVMZ5,20070.0,0.0,INR
1286,1286,2026-07-07 15:56:09,Credit Card,Refunded,TPPAY8HYCB231SP,32778.0,32778.0,INR
1287,1287,2024-07-02 10:47:07,UPI,Paid,TPPAYOYI2RFYKF2,97660.0,0.0,INR
1288,1288,2026-06-20 11:17:25,Credit Card,Paid,TPPAYAE107ZC7NR,95275.0,0.0,INR
1289,1289,2026-08-08 09:42:27,Wallet,Paid,TPPAYMTNLP2G5L6,111981.6,0.0,INR
1290,1290,2025-12-30 04:22:34,UPI,Paid,TPPAYZYEZXPTFC2,32558.4,0.0,INR
1291,1291,2026-07-04 17:26:17,UPI,Paid,TPPAYBNCS8N3VTG,25632.0,0.0,INR
1292,1292,2023-10-13 11:03:01,Credit Card,Paid,TPPAYE5YG56B6AR,23212.0,0.0,INR
1293,1293,2026-07-23 16:49:46,Credit Card,Paid,TPPAYHHXVFFV5U1,89734.5,0.0,INR
1294,1294,2025-05-07 09:07:50,Debit Card,Paid,TPPAYSM752HPLHW,93364.0,0.0,INR
1295,1295,2026-08-28 07:36:23,Wallet,Paid,TPPAY0DUN8JQW4A,39034.0,0.0,INR
1296,1296,2025-10-19 15:07:05,UPI,Paid,TPPAYY6UTQP8S6T,29830.95,0.0,INR
1297,1297,2024-11-18 16:16:14,UPI,Paid,TPPAYXG3NHR7BKX,21109.95,0.0,INR
1298,1298,2025-03-21 08:54:05,Wallet,Paid,TPPAY8SLRGP4BVW,31777.5,0.0,INR
1299,1299,2026-06-30 20:07:33,UPI,Refunded,TPPAY93XI3IR5XY,83645.0,83645.0,INR
1300,1300,2026-08-31 10:31:46,UPI,Paid,TPPAY7O1RRGFDKD,28648.0,0.0,INR
1301,1301,2026-07-11 12:31:37,UPI,Paid,TPPAYVO0VG014BP,103340.0,0.0,INR
1302,1302,2026-07-05 16:17:57,Credit Card,Paid,TPPAYFS2DDZKM4G,13042.0,0.0,INR
1303,1303,2026-08-09 06:49:27,Debit Card,Refunded,TPPAY27J14EZZQO,21115.65,21115.65,INR
1304,1304,2024-01-14 16:40:49,Debit Card,Refunded,TPPAYB8A6FYCC20,77203.8,77203.8,INR
1305,1305,2026-07-08 16:42:05,Net Banking,Paid,TPPAYF9ZS2TB3TR,84027.6,0.0,INR
1306,1306,2026-08-21 15:46:16,Credit Card,Paid,TPPAYN3BHR1UL3Q,30108.0,0.0,INR
1307,1307,2026-08-26 04:51:15,Debit Card,Paid,TPPAY6UAREJ0E3F,36144.0,0.0,INR
1308,1308,2026-06-17 13:50:55,Credit Card,Paid,TPPAYJMRQJ4HIK3,9063.0,0.0,INR
1309,1309,2026-08-08 21:18:48,Debit Card,Paid,TPPAYKR2JM2TJ9V,71620.0,0.0,INR
1310,1310,2025-07-16 23:46:14,UPI,Paid,TPPAY09J71G2IEP,60660.0,0.0,INR
1311,1311,2024-02-06 12:22:51,UPI,Paid,TPPAYOA64KV0LYM,46329.0,0.0,INR
1312,1312,2026-07-29 18:20:28,Credit Card,Paid,TPPAYUWUK8GJF5K,60886.0,0.0,INR
1313,1313,2025-04-24 11:35:21,UPI,Refunded,TPPAYZCYMFYN3X5,35148.0,35148.0,INR
1314,1314,2025-02-20 18:40:56,UPI,Refunded,TPPAY58J87B4LMN,22051.4,22051.4,INR
1315,1315,2026-06-24 21:38:13,Credit Card,Paid,TPPAYUYNJHFQ6IP,10987.0,0.0,INR
1316,1316,2026-07-15 14:20:39,UPI,Paid,TPPAYO3YY8A2ZKW,19786.0,0.0,INR
1317,1317,2026-08-04 23:41:39,Credit Card,Paid,TPPAY8I1NH3U979,57296.0,0.0,INR
1318,1318,2026-02-05 11:04:34,UPI,Refunded,TPPAY5O9ZLY502T,33918.0,33918.0,INR
1319,1319,2026-06-26 16:27:16,UPI,Paid,TPPAY1146GYT1O5,35114.85,0.0,INR
1320,1320,2026-02-18 04:49:08,Debit Card,Paid,TPPAY8O5FBT8NZJ,24642.0,0.0,INR
1321,1321,2023-10-31 13:39:31,Debit Card,Paid,TPPAYM34LO334MO,18126.0,0.0,INR
1322,1322,2026-07-01 18:47:04,Credit Card,Paid,TPPAY4LFTAMIC2G,12711.0,0.0,INR
1323,1323,2023-11-26 02:36:51,UPI,Paid,TPPAYKZDN5F0EEC,30225.15,0.0,INR
1324,1324,2026-07-25 01:53:30,UPI,Pending,TPPAY522Z7V727P,0.0,0.0,INR
1325,1325,2025-05-14 21:24:02,Net Banking,Paid,TPPAYW6PQNNVLFB,147124.6,0.0,INR
1326,1326,2026-08-09 13:43:07,Debit Card,Paid,TPPAYHY2ZWL1YZL,98833.5,0.0,INR
1327,1327,2026-07-09 00:20:06,UPI,Refunded,TPPAYGHY9D6AITJ,41396.0,41396.0,INR
1328,1328,2026-07-22 12:02:42,UPI,Refunded,TPPAYICO62G5J9O,43425.0,41396.0,INR
1329,1329,2026-06-17 02:27:19,Credit Card,Pending,TPPAYPXH4LF12G1,0.0,0.0,INR
1330,1330,2023-11-21 06:11:57,UPI,Paid,TPPAYO72VIWBKG9,29636.0,0.0,INR
1331,1331,2024-10-29 22:05:37,Net Banking,Paid,TPPAYPBHFUVESE3,43425.0,0.0,INR
1332,1332,2026-07-29 20:36:42,UPI,Paid,TPPAY81ON56AR2J,103340.0,0.0,INR
1333,1333,2025-03-10 08:51:53,Wallet,Paid,TPPAYJNBCDL04DO,46819.8,0.0,INR
1334,1334,2026-06-23 07:00:36,Credit Card,Paid,TPPAYH7O5U7CN5T,26511.0,0.0,INR
1335,1335,2026-07-08 23:07:58,Net Banking,Paid,TPPAY7MV6VK784V,24642.0,0.0,INR
1336,1336,2023-10-06 13:23:45,UPI,Paid,TPPAY84EIZ0Z2XP,26352.55,0.0,INR
1337,1337,2024-09-01 10:36:01,Debit Card,Paid,TPPAY1I8S2KKX4Q,32961.0,0.0,INR
1338,1338,2026-07-31 01:06:09,Credit Card,Paid,TPPAYYWS61MFVGB,20698.0,0.0,INR
1339,1339,2026-06-15 19:56:43,Debit Card,Refunded,TPPAYSPCZJJ57IB,36144.0,36144.0,INR
1340,1340,2025-01-26 16:28:13,Wallet,Paid,TPPAYI821D2NJ04,140046.0,0.0,INR
1341,1341,2026-02-27 21:23:31,Net Banking,Paid,TPPAYLCHHMC157B,22520.7,0.0,INR
1342,1342,2026-03-24 02:50:51,Debit Card,Paid,TPPAYRDZ9NERDOW,31488.25,0.0,INR
1343,1343,2025-09-02 15:04:46,Debit Card,Paid,TPPAYCBYOGTDFNK,154868.0,0.0,INR
1344,1344,2026-07-29 19:15:53,Credit Card,Paid,TPPAYXOM1IJOXAL,25668.0,0.0,INR
1345,1345,2026-09-07 11:05:56,Credit Card,Pending,TPPAY67HYXGXZSQ,0.0,0.0,INR
1346,1346,2025-07-27 08:12:22,UPI,Paid,TPPAYX7MMDC9MUG,13670.4,0.0,INR
1347,1347,2026-08-30 06:26:14,Credit Card,Paid,TPPAY3X93V5PC9Q,51816.0,0.0,INR
1348,1348,2026-06-26 17:47:58,Credit Card,Paid,TPPAYSZFG39ONM1,92097.0,0.0,INR
1349,1349,2023-11-05 16:14:54,UPI,Paid,TPPAY6HORD1IXD8,27276.4,0.0,INR
1350,1350,2026-08-27 01:38:22,UPI,Paid,TPPAYHNHAHW7ZW8,43096.0,0.0,INR
1351,1351,2024-07-28 22:46:37,Debit Card,Paid,TPPAYGR8PN3OMM6,29076.0,0.0,INR
1352,1352,2025-10-06 18:58:03,UPI,Paid,TPPAYJ2JHNLVISA,46424.0,0.0,INR
1353,1353,2026-07-23 17:10:47,Credit Card,Paid,TPPAYF3QCHNU3NY,51684.25,0.0,INR
1354,1354,2024-01-06 22:34:46,UPI,Paid,TPPAY7P5I76U0CO,18710.0,0.0,INR
1355,1355,2026-08-09 07:17:50,UPI,Paid,TPPAYBS4N9LFRAA,8524.8,0.0,INR
1356,1356,2026-09-06 01:49:49,Wallet,Paid,TPPAYNKPUDYKTY5,72075.75,0.0,INR
1357,1357,2026-06-26 06:43:20,UPI,Paid,TPPAYO47ERACI5Z,51684.25,0.0,INR
1358,1358,2025-04-02 01:22:34,Debit Card,Paid,TPPAY0C5JF48SVK,96052.6,0.0,INR
1359,1359,2026-01-09 10:32:18,Net Banking,Paid,TPPAYFO04T3SQNL,118300.0,0.0,INR
1360,1360,2025-07-07 05:47:31,UPI,Paid,TPPAY4BPUU9WRO7,15312.0,0.0,INR
1361,1361,2026-08-31 08:17:24,UPI,Paid,TPPAYWA8U334AGX,33809.0,0.0,INR
1362,1362,2025-08-17 15:11:19,UPI,Paid,TPPAYS4KBMEZFM1,34818.0,0.0,INR
1363,1363,2026-07-25 06:50:37,Credit Card,Pending,TPPAY4VMFXQWKV0,0.0,0.0,INR
1364,1364,2025-07-25 03:52:49,UPI,Paid,TPPAY0LNM6FSR8K,15312.0,0.0,INR
1365,1365,2025-02-05 20:13:52,Net Banking,Paid,TPPAYO3A031CL88,20004.3,0.0,INR
1366,1366,2026-07-29 02:42:31,Debit Card,Paid,TPPAYN7BCATWNYT,12415.55,0.0,INR
1367,1367,2024-08-02 16:59:22,Debit Card,Paid,TPPAY05N22D3V4P,13069.0,0.0,INR
1368,1368,2026-06-30 11:33:55,Debit Card,Paid,TPPAYBVVHW04W7P,130620.0,0.0,INR
1369,1369,2026-06-14 10:34:19,UPI,Paid,TPPAYQP8PWI8CSN,24397.2,0.0,INR
1370,1370,2026-06-22 23:27:07,Debit Card,Paid,TPPAYOL0XP27GNQ,13392.0,0.0,INR
1371,1371,2026-08-22 03:07:46,Credit Card,Paid,TPPAYCNGK18PER4,61947.2,0.0,INR
1372,1372,2025-04-07 18:43:14,Debit Card,Paid,TPPAYCJ4VZR86HE,70980.0,0.0,INR
1373,1373,2026-03-09 19:58:51,Credit Card,Paid,TPPAYRBZ0R2ASU1,32386.0,0.0,INR
1374,1374,2026-07-28 15:49:30,UPI,Paid,TPPAYX9EE5OGF18,108993.6,0.0,INR
1375,1375,2026-05-19 21:04:50,UPI,Paid,TPPAYICPSRB50OL,73474.0,0.0,INR
1376,1376,2025-05-30 22:17:50,UPI,Paid,TPPAYV0WCAPJOCL,23706.0,0.0,INR
1377,1377,2024-06-14 12:06:22,Net Banking,Paid,TPPAY1W4GXXPMB0,186636.0,0.0,INR
1378,1378,2026-07-30 08:08:48,Credit Card,Paid,TPPAYCN8IMT63TK,131758.5,0.0,INR
1379,1379,2024-06-05 20:26:18,UPI,Paid,TPPAYDY7MQI0ZU2,26760.0,0.0,INR
1380,1380,2023-09-08 20:44:33,Debit Card,Paid,TPPAYROV6B4P2AT,81310.0,0.0,INR
1381,1381,2026-07-01 08:56:36,UPI,Refunded,TPPAYBSCZX8JWBF,104274.0,104274.0,INR
1382,1382,2025-10-07 05:18:36,UPI,Paid,TPPAYSZ8V7BV6XC,34140.25,0.0,INR
1383,1383,2024-05-01 15:59:17,Credit Card,Paid,TPPAYV0653BGE1Y,87932.0,0.0,INR
1384,1384,2026-07-08 09:00:31,Wallet,Pending,TPPAYKSIF4HUR9H,0.0,0.0,INR
1385,1385,2026-08-06 19:18:06,Credit Card,Paid,TPPAYM5XGVL89H0,70980.0,0.0,INR
1386,1386,2026-07-26 07:42:19,Credit Card,Paid,TPPAY24FNJXA3I1,14356.0,0.0,INR
1387,1387,2024-01-19 14:47:03,Net Banking,Paid,TPPAYWQYAE3MK61,19692.0,0.0,INR
1388,1388,2025-03-30 08:55:44,Debit Card,Paid,TPPAYY8GTW7JA0T,90990.0,0.0,INR
1389,1389,2026-08-26 13:28:00,UPI,Paid,TPPAY7P2GAL5N0L,69800.3,0.0,INR
1390,1390,2026-06-20 07:52:07,Net Banking,Paid,TPPAYX1TA7C0LTA,66126.0,0.0,INR
1391,1391,2025-05-12 06:24:31,UPI,Paid,TPPAYSU5KQ60N5P,73474.0,0.0,INR
1392,1392,2026-03-24 01:52:56,Credit Card,Paid,TPPAYW5WCDH614W,25591.8,0.0,INR
1393,1393,2023-12-09 01:50:54,UPI,Refunded,TPPAYRXFEG55UWD,13380.0,13380.0,INR
1394,1394,2025-06-27 14:54:29,UPI,Paid,TPPAYR8NN2B0BW3,28065.0,0.0,INR
1395,1395,2026-08-07 18:16:20,UPI,Paid,TPPAY6C5ETJI1BB,130212.0,0.0,INR
1396,1396,2024-05-14 03:38:18,Debit Card,Paid,TPPAY86EKHA104T,14814.0,0.0,INR
1397,1397,2026-06-24 17:55:31,UPI,Pending,TPPAY7I6Y5LFK9I,0.0,0.0,INR
1398,1398,2026-08-25 03:25:02,Credit Card,Pending,TPPAYS2QVRT3MHA,79764.0,0.0,INR
1399,1399,2026-08-16 05:37:54,Credit Card,Paid,TPPAYBBHS0BEUIW,111981.6,0.0,INR
1400,1400,2024-03-31 03:03:27,UPI,Paid,TPPAYU7Q45NUNWX,17325.9,0.0,INR
1401,1401,2026-09-04 12:40:53,Net Banking,Paid,TPPAYG2SHU35RQ8,90990.0,0.0,INR
1402,1402,2026-08-06 19:56:31,UPI,Paid,TPPAY9GL5FV8XLA,41868.0,0.0,INR
1403,1403,2023-12-18 01:06:26,UPI,Paid,TPPAYELS6EFMZNR,68765.4,0.0,INR
1404,1404,2026-08-17 22:38:22,UPI,Paid,TPPAY1STS8L2Q48,76501.8,0.0,INR
1405,1405,2024-08-11 11:48:37,Credit Card,Paid,TPPAYDBQH9R94QT,69516.0,0.0,INR
1406,1406,2026-08-21 03:00:17,Credit Card,Paid,TPPAY12W621O6SM,21548.0,0.0,INR
1407,1407,2026-06-24 01:40:01,Credit Card,Paid,TPPAYGT3Y6V5124,26084.0,0.0,INR
1408,1408,2025-12-30 23:06:55,Net Banking,Paid,TPPAYPUMURSD4U1,67836.0,0.0,INR
1409,1409,2025-07-03 23:00:19,Credit Card,Refunded,TPPAYXWQBO9G9EN,155530.0,155530.0,INR
1410,1410,2024-08-11 21:52:54,UPI,Paid,TPPAY71HD3VABC1,73629.75,0.0,INR
1411,1411,2026-08-19 19:13:53,UPI,Paid,TPPAYWNP1YSOT2I,69754.5,0.0,INR
1412,1412,2025-04-26 09:41:50,UPI,Paid,TPPAYHKY1ZG5UNQ,129175.0,0.0,INR
1413,1413,2024-12-31 20:35:41,Credit Card,Paid,TPPAYBPKSFDX4LP,43622.0,0.0,INR
1414,1414,2023-09-09 18:00:18,UPI,Paid,TPPAYNSH5BRTDWC,86808.0,0.0,INR
1415,1415,2026-08-24 00:13:57,UPI,Paid,TPPAYI3WXV5RGR2,7577.6,0.0,INR
1416,1416,2025-11-03 04:30:07,UPI,Paid,TPPAYGP1UIVVSB8,76406.0,0.0,INR
1417,1417,2025-09-29 08:41:56,Debit Card,Paid,TPPAYU06K6WFVXY,18628.2,0.0,INR
1418,1418,2026-08-29 04:37:22,Credit Card,Paid,TPPAYOR46HXGXSQ,88652.1,0.0,INR
1419,1419,2026-07-08 05:04:58,Credit Card,Paid,TPPAYGR1V77CUN9,25190.6,0.0,INR
1420,1420,2026-07-15 21:35:08,Debit Card,Pending,TPPAYW49AGAR0KQ,0.0,0.0,INR
1421,1421,2026-06-09 08:31:08,UPI,Paid,TPPAYDZR8YMN0HN,58779.0,0.0,INR
1422,1422,2026-07-13 23:07:16,Debit Card,Paid,TPPAYL5UOVKSJAJ,46864.0,0.0,INR
1423,1423,2026-07-05 22:43:05,Credit Card,Paid,TPPAYG34O39TQ0X,38768.0,0.0,INR
1424,1424,2026-08-21 19:17:00,UPI,Paid,TPPAYX5URIXCAWD,58580.0,0.0,INR
1425,1425,2024-03-26 20:09:30,UPI,Paid,TPPAYF7IM9HLRWF,26511.0,0.0,INR
1426,1426,2026-07-31 01:18:36,Net Banking,Paid,TPPAYU6H1XVLESB,108510.0,0.0,INR
1427,1427,2026-08-08 20:48:05,UPI,Paid,TPPAY0R6151LVTJ,9355.0,0.0,INR
1428,1428,2026-07-01 09:37:49,UPI,Paid,TPPAYBK1FE3SEYR,77203.8,0.0,INR
1429,1429,2026-07-25 13:48:59,UPI,Paid,TPPAYSOG988E4WD,26469.0,0.0,INR
1430,1430,2026-08-12 00:38:32,UPI,Paid,TPPAY0P4YAUOL9I,20698.0,0.0,INR
1431,1431,2025-07-10 23:58:36,Net Banking,Paid,TPPAY1BN1O6FV1S,108810.0,0.0,INR
1432,1432,2025-07-18 03:44:04,Credit Card,Paid,TPPAYA1HWZCNP32,28065.0,0.0,INR
1433,1433,2024-12-01 14:14:57,Debit Card,Refunded,TPPAYA225T9RBLT,17704.2,17704.2,INR
1434,1434,2026-09-06 09:04:38,Debit Card,Pending,TPPAYQ5TW1KV00B,0.0,0.0,INR
1435,1435,2026-07-01 05:07:21,Net Banking,Paid,TPPAY5PJ8CZCMBD,55945.0,0.0,INR
1436,1436,2026-07-13 12:02:08,UPI,Paid,TPPAYH27DWH70M3,24848.0,0.0,INR
1437,1437,2024-04-03 12:55:05,UPI,Refunded,TPPAYGSCI8ZWSTV,20890.8,20890.8,INR
1438,1438,2025-07-04 18:39:56,Credit Card,Refunded,TPPAYB13YWH1E4K,150964.0,150964.0,INR
1439,1439,2026-07-17 07:31:23,Debit Card,Paid,TPPAYOAW8QLF97U,43622.0,0.0,INR
1440,1440,2026-06-26 15:03:33,Net Banking,Paid,TPPAYXJ2HEQ15OO,113336.0,0.0,INR
1441,1441,2026-06-21 12:13:58,UPI,Paid,TPPAYQXEW1YDPCJ,186636.0,0.0,INR
1442,1442,2026-08-05 19:52:14,Net Banking,Pending,TPPAYJVLUU716FX,0.0,0.0,INR
1443,1443,2025-10-30 00:09:20,UPI,Paid,TPPAYA32FQIN3FK,54232.2,0.0,INR
1444,1444,2026-08-26 02:17:59,UPI,Refunded,TPPAYTHE6AHJF2K,62004.0,62004.0,INR
1445,1445,2026-08-03 20:40:50,Credit Card,Paid,TPPAYYMXKRTPY2J,120516.0,0.0,INR
1446,1446,2026-09-01 01:43:44,UPI,Paid,TPPAYD10X4XS6IE,140046.0,0.0,INR
1447,1447,2024-10-31 21:32:59,Credit Card,Paid,TPPAYFZY5WH02V5,24519.5,0.0,INR
1448,1448,2026-09-01 10:32:41,Credit Card,Paid,TPPAYJ6OMZSP347,85002.0,0.0,INR
1449,1449,2026-08-20 02:46:29,Credit Card,Paid,TPPAYE9VBQY3HQA,22534.35,0.0,INR
1450,1450,2026-07-09 01:34:17,UPI,Paid,TPPAYI22WM1BDUN,84880.0,0.0,INR
1451,1451,2026-07-25 04:22:41,UPI,Paid,TPPAYEVWDPKTPSM,108850.0,0.0,INR
1452,1452,2024-02-23 18:29:20,Credit Card,Paid,TPPAYT8QQCFK1E1,21175.2,0.0,INR
1453,1453,2024-08-26 01:11:42,Debit Card,Paid,TPPAYMF9K00QFUY,20698.0,0.0,INR
1454,1454,2026-06-20 10:08:14,UPI,Paid,TPPAYKOTSFA0P49,10774.0,0.0,INR
1455,1455,2023-09-12 15:36:09,UPI,Paid,TPPAYMBLB26MV1W,69516.0,0.0,INR
1456,1456,2026-09-04 00:01:02,UPI,Paid,TPPAY9ZAZFZ4EZW,154868.0,0.0,INR
1457,1457,2026-07-08 04:13:34,Debit Card,Paid,TPPAYMIPA4SR7P1,33580.6,0.0,INR
1458,1458,2026-06-12 11:10:29,UPI,Pending,TPPAYN4ZHAN5AO1,0.0,0.0,INR
1459,1459,2026-07-03 18:14:35,Net Banking,Paid,TPPAYJZ8VFXLVMG,7185.05,0.0,INR
1460,1460,2026-01-29 19:35:49,UPI,Refunded,TPPAYOG34W27WCZ,11853.0,11853.0,INR
1461,1461,2026-09-04 07:06:04,Debit Card,Paid,TPPAY0R0FKPAJWB,18064.8,0.0,INR
1462,1462,2026-07-01 21:55:54,Debit Card,Paid,TPPAY17ALERNUSZ,46864.0,0.0,INR
1463,1463,2026-07-31 23:23:41,UPI,Paid,TPPAYEU4HLSS6JM,38862.0,0.0,INR
1464,1464,2026-06-28 02:49:45,UPI,Paid,TPPAYISOXCEAAJP,34818.0,0.0,INR
1465,1465,2025-06-22 14:18:18,UPI,Paid,TPPAY84KCDOHKOM,43622.0,0.0,INR
1466,1466,2026-08-30 21:01:22,Credit Card,Refunded,TPPAY7GLKX0ORE1,32322.0,32322.0,INR
1467,1467,2026-06-22 07:39:08,Debit Card,Refunded,TPPAYTYR49L8TH1,90828.0,90828.0,INR
1468,1468,2024-11-21 02:17:45,Debit Card,Paid,TPPAYG8G5185C3M,24848.0,0.0,INR
1469,1469,2026-08-09 11:27:10,UPI,Paid,TPPAYOW15UEGEH1,64525.0,0.0,INR
1470,1470,2026-07-11 04:44:08,UPI,Paid,TPPAYQCP2TS1EZO,65106.0,0.0,INR
1471,1471,2026-06-27 07:01:16,Debit Card,Paid,TPPAY8PNQ6O3L9Y,40144.0,0.0,INR
1472,1472,2026-08-07 06:01:03,Net Banking,Paid,TPPAYQJKSCF149B,44126.9,0.0,INR
1473,1473,2026-07-09 10:22:23,Debit Card,Paid,TPPAYM5PKM67JSL,41396.0,0.0,INR
1474,1474,2026-08-08 04:40:03,UPI,Refunded,TPPAYUTAHWGHUAP,19563.0,19563.0,INR
1475,1475,2026-07-07 18:53:37,Debit Card,Refunded,TPPAYSQB80AFUHL,129175.0,19563.0,INR
1476,1476,2026-07-27 05:34:58,Debit Card,Paid,TPPAYV354YOR8A8,58030.0,0.0,INR
1477,1477,2026-08-23 02:39:53,UPI,Pending,TPPAY4IWD7ZKEON,0.0,0.0,INR
1478,1478,2023-09-20 03:09:55,Credit Card,Paid,TPPAY5563ODQSKS,114330.0,0.0,INR
1479,1479,2026-08-16 22:36:15,Debit Card,Paid,TPPAYS901MUI7D8,83062.4,0.0,INR
1480,1480,2026-06-16 09:50:44,UPI,Paid,TPPAYESI19Q30CA,51914.0,0.0,INR
1481,1481,2024-03-04 01:23:09,UPI,Paid,TPPAYRSP5KAF7B6,112414.2,0.0,INR
1482,1482,2026-07-26 03:05:52,Credit Card,Paid,TPPAYI6XSTCGVVP,62452.9,0.0,INR
1483,1483,2026-07-20 04:26:06,Debit Card,Paid,TPPAYCIWM1G7AZD,56061.0,0.0,INR
1484,1484,2026-08-26 06:56:51,Net Banking,Paid,TPPAYW7J565MCO7,26760.0,0.0,INR
1485,1485,2026-08-26 03:02:21,UPI,Paid,TPPAYOGPK3XUSLE,21852.0,0.0,INR
1486,1486,2024-01-18 16:13:27,Debit Card,Paid,TPPAYDIAHW4P94A,61531.5,0.0,INR
1487,1487,2024-02-19 15:56:13,Credit Card,Paid,TPPAYJBJ9CTO4QD,41191.0,0.0,INR
1488,1488,2024-10-18 05:14:19,UPI,Paid,TPPAYZSHHXSR8EC,17722.8,0.0,INR
1489,1489,2026-06-16 00:01:58,UPI,Paid,TPPAYHCHG4HAD09,49662.2,0.0,INR
1490,1490,2026-06-18 15:17:26,Net Banking,Paid,TPPAY2R264J3WZW,58030.0,0.0,INR
1491,1491,2026-05-01 09:50:46,Credit Card,Paid,TPPAYU7GFOQ921V,28061.1,0.0,INR
1492,1492,2026-08-01 19:03:56,Net Banking,Paid,TPPAYBOQSCVLO7N,8453.0,0.0,INR
1493,1493,2026-07-28 12:47:56,UPI,Refunded,TPPAY8PC4YTGWLB,105801.6,105801.6,INR
1494,1494,2026-01-16 12:31:33,UPI,Refunded,TPPAYEOFQGJN91C,155530.0,155530.0,INR
1495,1495,2026-07-29 21:15:02,Wallet,Paid,TPPAY22O1Q1YDEH,92560.0,0.0,INR
1496,1496,2026-08-27 20:06:04,Credit Card,Paid,TPPAYYVZDFD7WJR,24848.0,0.0,INR
1497,1497,2026-06-12 04:17:20,Debit Card,Paid,TPPAYRLUYPYSSI7,83304.0,0.0,INR
1498,1498,2026-08-23 23:20:35,UPI,Paid,TPPAYQU5HKIQNA3,93318.0,0.0,INR
1499,1499,2026-07-03 03:19:22,UPI,Refunded,TPPAY2H5J4X0NWB,57165.0,57165.0,INR
1500,1500,2026-08-22 01:29:17,Credit Card,Paid,TPPAY58DQBUC9F0,69420.0,0.0,INR
1501,1501,2026-06-28 12:07:03,Credit Card,Paid,TPPAYKSAQ77YNQA,126041.4,0.0,INR
1502,1502,2026-07-10 09:48:24,Debit Card,Paid,TPPAYOH4IHWY2PN,88695.8,0.0,INR
1503,1503,2026-08-21 15:54:32,Net Banking,Paid,TPPAY44AG6CDNV8,116151.0,0.0,INR
1504,1504,2026-01-11 12:41:45,Net Banking,Paid,TPPAYCBTKUDSDC4,60522.0,0.0,INR
1505,1505,2026-07-31 12:26:57,UPI,Pending,TPPAY52GONKZ4BH,0.0,0.0,INR
1506,1506,2024-05-23 10:13:12,UPI,Pending,TPPAY1T9NT2TV1S,17088.0,0.0,INR
1507,1507,2024-05-21 21:56:07,UPI,Paid,TPPAYU340UGA6WK,25908.0,0.0,INR
1508,1508,2026-08-28 11:12:38,Debit Card,Paid,TPPAYF610028R8X,24714.6,0.0,INR
1509,1509,2026-07-20 03:27:23,Credit Card,Paid,TPPAYLWQF6XSU85,108810.0,0.0,INR
1510,1510,2025-09-04 08:46:44,UPI,Refunded,TPPAY5640J28H9E,46037.0,46037.0,INR
1511,1511,2025-07-15 01:02:17,Wallet,Paid,TPPAY24L0GXJ09X,22221.0,0.0,INR
1512,1512,2026-09-03 11:40:00,Credit Card,Paid,TPPAYJQWO5UA8WN,12834.0,0.0,INR
1513,1513,2026-07-28 05:31:24,UPI,Paid,TPPAYF8THZ6UM54,102938.4,0.0,INR
1514,1514,2026-08-29 12:04:28,Wallet,Paid,TPPAYERPEXI5RRR,12424.0,0.0,INR
1515,1515,2026-08-05 22:08:43,UPI,Paid,TPPAYILE5M1G6P4,113746.5,0.0,INR
1516,1516,2026-07-26 03:12:34,UPI,Paid,TPPAYBU2Q7W1U9C,10841.0,0.0,INR
1517,1517,2026-08-09 16:41:00,UPI,Paid,TPPAYTRH58C2Y4S,35076.0,0.0,INR
1518,1518,2026-02-11 01:29:08,Credit Card,Paid,TPPAYIBXIF00VHY,51684.25,0.0,INR
