customer_campaign_id,customer_id,campaign_id,acquisition_date,first_touch,conversion_date
2957,2957,24,2025-06-28,Paid Ads,2025-07-20
2958,2958,14,2026-04-11,Organic Search,2026-05-05
2959,2959,7,2023-12-17,Paid Ads,2023-12-25
2960,2960,25,2025-08-13,Organic Search,2025-09-03
2961,2961,21,2026-05-06,Email,2026-05-27
2962,2962,1,2024-08-23,Organic Search,2024-09-20
2963,2963,17,2026-06-15,Email,2026-07-01
2964,2964,17,2026-06-16,Paid Ads,2026-07-11
2965,2965,1,2024-08-31,Paid Ads,2024-09-18
2966,2966,6,2023-10-14,Paid Ads,2023-10-30
2967,2967,4,2024-01-18,Email,2024-01-31
2968,2968,20,2025-11-18,Organic Search,2025-11-21
2969,2969,7,2023-12-30,Email,2024-01-18
2970,2970,19,2025-10-28,Paid Ads,2025-11-07
2971,2971,9,2025-05-24,Email,2025-06-16
2972,2972,4,2024-01-19,Paid Ads,2024-02-02
2973,2973,27,2025-06-17,Organic Search,2025-06-19
2974,2974,12,2024-03-18,Paid Ads,2024-04-09
2975,2975,24,2025-06-30,Organic Search,2025-07-30
2976,2976,1,2024-08-07,Paid Ads,2024-09-02
2977,2977,12,2024-04-16,Email,2024-04-24
2978,2978,25,2025-08-03,Organic Search,2025-08-28
2979,2979,8,2024-01-12,Paid Ads,2024-01-18
2980,2980,30,2026-05-21,Paid Ads,2026-06-06
2981,2981,1,2024-09-10,Paid Ads,2024-10-10
2982,2982,26,2025-09-14,Organic Search,2025-10-01
2983,2983,26,2025-09-13,Organic Search,2025-09-21
2984,2984,30,2026-05-19,Paid Ads,2026-06-08
2985,2985,4,2024-01-17,Paid Ads,2024-02-12
2986,2986,25,2025-07-29,Organic Search,2025-08-28
2987,2987,5,2024-01-15,Organic Search,2024-01-17
2988,2988,13,2026-01-26,Organic Search,2026-02-01
2989,2989,6,2023-10-18,Direct,2023-11-13
2990,2990,4,2024-01-20,Organic Search,2024-02-09
2991,2991,6,2023-10-31,Organic Search,2023-11-03
2992,2992,19,2025-11-04,Organic Search,2025-12-03
2993,2993,14,2026-04-12,Paid Ads,2026-05-12
2994,2994,28,2024-10-09,Organic Search,2024-11-02
2995,2995,11,2026-01-14,Organic Search,2026-01-18
2996,2996,5,2024-02-01,Paid Ads,2024-02-16
2997,2997,26,2025-09-18,Direct,2025-10-11
2998,2998,3,2025-09-24,Paid Ads,2025-10-01
2999,2999,15,2024-09-15,Direct,2024-09-18
3000,3000,2,2025-10-11,Organic Search,2025-10-17
3001,3001,18,2025-11-27,Paid Ads,2025-12-04
3002,3002,16,2025-04-18,Paid Ads,2025-04-23
3003,3003,23,2024-06-23,Email,2024-07-11
3004,3004,17,2026-06-16,Paid Ads,2026-06-28
3005,3005,15,2024-09-20,Organic Search,2024-10-13
3006,3006,15,2024-09-12,Organic Search,2024-09-27
3007,3007,11,2025-12-29,Email,2026-01-15
3008,3008,18,2025-11-27,Organic Search,2025-12-03
3009,3009,19,2025-10-11,Direct,2025-10-15
3010,3010,4,2024-01-25,Organic Search,2024-02-17
3011,3011,26,2025-09-14,Organic Search,2025-10-10
3012,3012,11,2026-01-20,Direct,2026-01-31
3013,3013,10,2024-05-10,Paid Ads,2024-06-07
3014,3014,10,2024-05-15,Direct,2024-05-17
3015,3015,2,2025-10-08,Paid Ads,2025-10-09
3016,3016,8,2024-01-08,Paid Ads,2024-01-14
3017,3017,20,2025-11-26,Organic Search,2025-11-28
3018,3018,29,2024-09-29,Paid Ads,2024-10-27
3019,3019,10,2024-05-12,Direct,2024-05-16
3020,3020,11,2026-01-19,Organic Search,2026-02-05
3021,3021,29,2024-09-19,Email,2024-10-09
3022,3022,9,2025-06-12,Organic Search,2025-06-12
3023,3023,22,2026-08-17,Organic Search,2026-09-10
3024,3024,4,2024-01-28,Direct,2024-02-21
3025,3025,11,2026-01-20,Direct,2026-01-23
3026,3026,10,2024-05-10,Organic Search,2024-05-11
3027,3027,30,2026-05-23,Paid Ads,2026-05-30
3028,3028,4,2024-01-26,Paid Ads,2024-02-01
3029,3029,13,2026-01-27,Direct,2026-02-01
3030,3030,3,2025-10-03,Paid Ads,2025-10-10
3031,3031,21,2026-04-28,Paid Ads,2026-05-10
3032,3032,10,2024-05-15,Paid Ads,2024-06-05
3033,3033,24,2025-06-29,Paid Ads,2025-07-21
3034,3034,5,2024-01-19,Organic Search,2024-02-12
3035,3035,17,2026-06-14,Direct,2026-06-16
3036,3036,22,2026-08-11,Paid Ads,2026-08-13
3037,3037,13,2026-01-25,Organic Search,2026-02-18
3038,3038,4,2024-01-22,Email,2024-02-21
3039,3039,24,2025-06-03,Paid Ads,2025-06-08
3040,3040,4,2024-01-27,Organic Search,2024-02-21
3041,3041,2,2025-10-07,Paid Ads,2025-10-25
3042,3042,21,2026-05-03,Paid Ads,2026-06-02
3043,3043,27,2025-06-03,Direct,2025-06-13
3044,3044,1,2024-08-26,Direct,2024-09-12
3045,3045,13,2026-01-25,Direct,2026-02-22
3046,3046,5,2024-01-26,Paid Ads,2024-02-23
3047,3047,23,2024-06-23,Paid Ads,2024-06-24
3048,3048,3,2025-09-19,Organic Search,2025-09-23
3049,3049,12,2024-03-27,Organic Search,2024-04-09
3050,3050,24,2025-06-16,Direct,2025-06-19
3051,3051,25,2025-07-30,Paid Ads,2025-08-17
3052,3052,1,2024-08-10,Paid Ads,2024-09-06
3053,3053,18,2025-11-30,Organic Search,2025-12-26
3054,3054,28,2024-10-09,Paid Ads,2024-10-16
3055,3055,7,2024-01-16,Organic Search,2024-01-17
3056,3056,10,2024-05-12,Email,2024-05-17
3057,3057,26,2025-09-16,Organic Search,2025-09-23
3058,3058,8,2024-01-14,Paid Ads,2024-02-02
3059,3059,29,2024-09-06,Email,2024-09-15
3060,3060,17,2026-06-13,Organic Search,2026-06-18
3061,3061,2,2025-10-10,Paid Ads,2025-10-24
3062,3062,30,2026-05-24,Email,2026-05-29
3063,3063,27,2025-06-15,Paid Ads,2025-07-07
3064,3064,21,2026-05-03,Paid Ads,2026-05-19
3065,3065,4,2024-01-28,Paid Ads,2024-02-09
3066,3066,23,2024-06-07,Direct,2024-06-15
3067,3067,17,2026-06-17,Organic Search,2026-07-12
3068,3068,27,2025-06-20,Organic Search,2025-07-20
3069,3069,8,2024-01-11,Organic Search,2024-01-27
3070,3070,19,2025-10-03,Organic Search,2025-10-24
3071,3071,12,2024-04-01,Organic Search,2024-04-08
3072,3072,1,2024-08-06,Paid Ads,2024-08-09
3073,3073,4,2024-01-22,Direct,2024-02-21
3074,3074,17,2026-06-20,Organic Search,2026-07-20
3075,3075,1,2024-08-17,Direct,2024-09-05
3076,3076,2,2025-10-05,Organic Search,2025-11-04
3077,3077,22,2026-08-13,Organic Search,2026-08-26
3078,3078,20,2025-11-12,Paid Ads,2025-11-21
3079,3079,29,2024-09-17,Direct,2024-09-18
3080,3080,19,2025-09-26,Direct,2025-10-12
3081,3081,26,2025-09-22,Organic Search,2025-09-22
3082,3082,3,2025-09-18,Email,2025-10-14
3083,3083,10,2024-05-13,Direct,2024-05-25
3084,3084,12,2024-04-04,Organic Search,2024-04-24
3085,3085,10,2024-05-12,Direct,2024-05-18
3086,3086,13,2026-02-02,Organic Search,2026-03-03
3087,3087,6,2023-10-12,Direct,2023-11-05
3088,3088,3,2025-10-04,Organic Search,2025-10-04
3089,3089,22,2026-08-18,Paid Ads,2026-08-24
3090,3090,12,2024-04-08,Organic Search,2024-05-01
3091,3091,18,2025-12-01,Direct,2025-12-15
3092,3092,6,2023-10-09,Paid Ads,2023-11-08
3093,3093,6,2023-09-29,Direct,2023-10-24
3094,3094,29,2024-09-22,Paid Ads,2024-10-11
3095,3095,23,2024-06-11,Paid Ads,2024-06-27
3096,3096,28,2024-11-11,Paid Ads,2024-12-07
3097,3097,29,2024-09-15,Organic Search,2024-09-20
3098,3098,14,2026-04-18,Direct,2026-04-22
3099,3099,20,2025-11-16,Direct,2025-12-07
3100,3100,3,2025-09-25,Paid Ads,2025-10-08
3101,3101,7,2023-12-28,Paid Ads,2024-01-22
3102,3102,26,2025-09-21,Paid Ads,2025-10-06
3103,3103,11,2026-01-28,Paid Ads,2026-02-21
3104,3104,28,2024-11-11,Paid Ads,2024-12-06
3105,3105,2,2025-09-26,Direct,2025-10-20
3106,3106,11,2026-01-23,Paid Ads,2026-02-14
3107,3107,30,2026-05-23,Organic Search,2026-05-23
3108,3108,30,2026-05-18,Organic Search,2026-05-30
3109,3109,18,2025-12-03,Organic Search,2025-12-31
3110,3110,28,2024-11-13,Email,2024-12-03
3111,3111,15,2024-09-20,Direct,2024-10-20
3112,3112,15,2024-09-22,Organic Search,2024-09-25
3113,3113,8,2024-01-07,Email,2024-01-31
3114,3114,1,2024-09-08,Organic Search,2024-10-06
3115,3115,12,2024-03-27,Paid Ads,2024-04-11
3116,3116,28,2024-10-14,Paid Ads,2024-10-19
3117,3117,13,2026-02-01,Paid Ads,2026-02-07
3118,3118,22,2026-08-13,Paid Ads,2026-08-25
3119,3119,17,2026-06-17,Paid Ads,2026-07-01
3120,3120,19,2025-10-06,Paid Ads,2025-10-11
3121,3121,18,2025-11-28,Paid Ads,2025-12-17
3122,3122,14,2026-05-03,Paid Ads,2026-05-29
3123,3123,25,2025-08-18,Paid Ads,2025-08-23
3124,3124,9,2025-06-19,Paid Ads,2025-07-08
3125,3125,18,2025-11-28,Paid Ads,2025-12-08
3126,3126,4,2024-01-20,Direct,2024-01-31
3127,3127,25,2025-08-16,Paid Ads,2025-08-24
3128,3128,29,2024-09-08,Email,2024-09-19
3129,3129,15,2024-09-10,Organic Search,2024-10-07
3130,3130,5,2024-02-01,Direct,2024-03-01
3131,3131,24,2025-05-28,Direct,2025-05-31
3132,3132,25,2025-07-31,Paid Ads,2025-08-28
3133,3133,8,2024-01-10,Direct,2024-01-25
3134,3134,29,2024-09-19,Paid Ads,2024-10-04
3135,3135,19,2025-10-04,Organic Search,2025-10-12
3136,3136,21,2026-05-07,Email,2026-05-22
3137,3137,17,2026-06-18,Paid Ads,2026-06-22
3138,3138,11,2026-01-29,Paid Ads,2026-01-31
3139,3139,3,2025-09-26,Paid Ads,2025-10-22
3140,3140,11,2025-12-25,Paid Ads,2026-01-19
3141,3141,8,2024-01-10,Organic Search,2024-01-10
3142,3142,24,2025-06-18,Paid Ads,2025-07-09
3143,3143,25,2025-08-07,Direct,2025-08-29
3144,3144,13,2026-02-01,Organic Search,2026-02-28
3145,3145,22,2026-08-12,Paid Ads,2026-08-24
3146,3146,4,2024-01-23,Organic Search,2024-01-25
3147,3147,3,2025-10-01,Organic Search,2025-10-13
3148,3148,27,2025-06-13,Paid Ads,2025-06-20
3149,3149,25,2025-08-12,Paid Ads,2025-09-10
3150,3150,16,2025-04-19,Paid Ads,2025-05-01
3151,3151,3,2025-09-25,Paid Ads,2025-10-24
3152,3152,4,2024-01-24,Paid Ads,2024-02-16
3153,3153,16,2025-04-27,Direct,2025-05-15
3154,3154,8,2024-01-10,Email,2024-01-24
3155,3155,4,2024-01-26,Organic Search,2024-02-19
3156,3156,21,2026-05-09,Organic Search,2026-05-14
3157,3157,11,2026-01-27,Paid Ads,2026-02-22
3158,3158,25,2025-08-07,Organic Search,2025-09-03
3159,3159,21,2026-05-02,Email,2026-05-14
3160,3160,23,2024-06-12,Paid Ads,2024-06-17
3161,3161,25,2025-07-31,Organic Search,2025-08-14
3162,3162,19,2025-10-30,Paid Ads,2025-11-21
3163,3163,21,2026-04-28,Email,2026-05-24
3164,3164,22,2026-08-08,Organic Search,2026-08-21
3165,3165,2,2025-10-04,Organic Search,2025-10-23
3166,3166,10,2024-05-14,Paid Ads,2024-05-14
3167,3167,9,2025-05-27,Organic Search,2025-06-21
3168,3168,24,2025-05-30,Organic Search,2025-06-04
3169,3169,2,2025-09-29,Organic Search,2025-10-06
3170,3170,17,2026-06-20,Organic Search,2026-06-29
3171,3171,25,2025-08-03,Organic Search,2025-09-01
3172,3172,26,2025-09-22,Paid Ads,2025-10-06
3173,3173,6,2023-10-08,Direct,2023-11-04
3174,3174,29,2024-09-26,Direct,2024-10-16
3175,3175,10,2024-05-16,Direct,2024-06-15
3176,3176,24,2025-06-03,Paid Ads,2025-06-03
3177,3177,3,2025-09-27,Paid Ads,2025-10-27
3178,3178,15,2024-09-12,Direct,2024-09-27
3179,3179,19,2025-09-28,Paid Ads,2025-10-20
3180,3180,6,2023-10-16,Paid Ads,2023-10-27
3181,3181,22,2026-08-10,Paid Ads,2026-09-04
3182,3182,1,2024-08-25,Email,2024-09-15
3183,3183,4,2024-01-24,Paid Ads,2024-02-23
3184,3184,18,2025-11-25,Paid Ads,2025-12-15
3185,3185,6,2023-10-23,Direct,2023-10-30
3186,3186,16,2025-05-21,Paid Ads,2025-05-22
3187,3187,16,2025-04-21,Paid Ads,2025-05-11
3188,3188,28,2024-11-01,Organic Search,2024-11-11
3189,3189,6,2023-11-01,Paid Ads,2023-11-26
3190,3190,9,2025-05-21,Organic Search,2025-06-17
3191,3191,25,2025-08-06,Paid Ads,2025-08-15
3192,3192,29,2024-09-10,Email,2024-09-12
3193,3193,1,2024-08-30,Direct,2024-09-10
3194,3194,23,2024-06-30,Direct,2024-07-25
3195,3195,13,2026-02-02,Organic Search,2026-03-04
3196,3196,5,2024-01-21,Organic Search,2024-01-24
3197,3197,24,2025-06-20,Email,2025-07-05
3198,3198,20,2025-11-11,Organic Search,2025-11-24
3199,3199,23,2024-06-12,Organic Search,2024-06-13
3200,3200,4,2024-01-22,Paid Ads,2024-02-15
3201,3201,17,2026-06-15,Paid Ads,2026-06-29
3202,3202,17,2026-06-17,Organic Search,2026-07-01
3203,3203,2,2025-10-11,Direct,2025-10-14
3204,3204,8,2024-01-10,Direct,2024-01-24
3205,3205,27,2025-06-23,Organic Search,2025-07-11
3206,3206,18,2025-12-01,Organic Search,2025-12-21
3207,3207,16,2025-05-07,Organic Search,2025-05-26
3208,3208,24,2025-05-25,Organic Search,2025-05-27
3209,3209,15,2024-09-13,Paid Ads,2024-09-28
3210,3210,9,2025-06-20,Paid Ads,2025-07-01
3211,3211,1,2024-08-05,Paid Ads,2024-08-30
3212,3212,13,2026-01-25,Organic Search,2026-02-24
3213,3213,27,2025-06-29,Organic Search,2025-07-12
3214,3214,24,2025-06-19,Organic Search,2025-07-14
3215,3215,27,2025-06-07,Paid Ads,2025-06-25
3216,3216,7,2023-12-24,Organic Search,2024-01-14
3217,3217,30,2026-05-24,Organic Search,2026-06-09
3218,3218,24,2025-06-07,Direct,2025-06-09
3219,3219,17,2026-06-19,Paid Ads,2026-07-19
3220,3220,28,2024-10-24,Paid Ads,2024-11-06
3221,3221,30,2026-05-24,Organic Search,2026-06-14
3222,3222,7,2024-01-14,Organic Search,2024-01-19
3223,3223,3,2025-09-18,Direct,2025-10-01
3224,3224,28,2024-11-07,Organic Search,2024-11-30
3225,3225,29,2024-10-04,Direct,2024-10-16
3226,3226,25,2025-08-13,Paid Ads,2025-08-28
3227,3227,7,2023-12-13,Organic Search,2023-12-15
3228,3228,1,2024-08-21,Direct,2024-08-24
3229,3229,27,2025-06-15,Direct,2025-07-13
3230,3230,8,2024-01-10,Paid Ads,2024-01-10
3231,3231,30,2026-05-20,Organic Search,2026-05-27
3232,3232,13,2026-01-26,Organic Search,2026-02-22
3233,3233,29,2024-10-04,Email,2024-10-27
3234,3234,12,2024-03-25,Paid Ads,2024-04-13
3235,3235,10,2024-05-11,Organic Search,2024-05-23
3236,3236,13,2026-02-02,Organic Search,2026-02-17
3237,3237,9,2025-06-03,Direct,2025-06-20
3238,3238,11,2026-01-11,Organic Search,2026-01-29
3239,3239,25,2025-08-03,Paid Ads,2025-08-06
3240,3240,17,2026-06-14,Paid Ads,2026-06-19
3241,3241,17,2026-06-13,Email,2026-06-16
3242,3242,14,2026-04-20,Organic Search,2026-04-29
3243,3243,20,2025-11-19,Paid Ads,2025-12-06
3244,3244,11,2026-01-16,Paid Ads,2026-02-04
3245,3245,18,2025-11-29,Organic Search,2025-12-03
3246,3246,30,2026-05-23,Paid Ads,2026-05-28
3247,3247,27,2025-06-26,Organic Search,2025-07-05
3248,3248,14,2026-04-29,Paid Ads,2026-05-05
3249,3249,18,2025-11-29,Organic Search,2025-12-27
3250,3250,18,2025-12-04,Organic Search,2025-12-08
3251,3251,26,2025-09-16,Organic Search,2025-09-20
3252,3252,28,2024-10-16,Paid Ads,2024-11-08
3253,3253,10,2024-05-16,Paid Ads,2024-06-07
3254,3254,22,2026-08-13,Paid Ads,2026-08-26
3255,3255,5,2024-02-05,Email,2024-02-09
3256,3256,24,2025-06-25,Paid Ads,2025-07-20
3257,3257,24,2025-06-30,Email,2025-07-04
3258,3258,11,2026-01-14,Paid Ads,2026-02-01
3259,3259,23,2024-06-09,Paid Ads,2024-07-05
3260,3260,18,2025-12-01,Organic Search,2025-12-19
3261,3261,4,2024-01-23,Organic Search,2024-02-17
3262,3262,28,2024-10-18,Organic Search,2024-10-20
3263,3263,14,2026-04-09,Email,2026-05-06
3264,3264,27,2025-06-30,Paid Ads,2025-07-24
3265,3265,15,2024-09-23,Email,2024-09-29
3266,3266,20,2025-11-23,Paid Ads,2025-12-11
3267,3267,18,2025-11-29,Paid Ads,2025-12-17
3268,3268,12,2024-03-23,Email,2024-04-21
3269,3269,6,2023-10-19,Paid Ads,2023-11-13
3270,3270,9,2025-05-25,Paid Ads,2025-05-30
3271,3271,13,2026-01-24,Paid Ads,2026-01-28
3272,3272,22,2026-08-14,Direct,2026-09-13
3273,3273,14,2026-04-13,Organic Search,2026-05-08
3274,3274,22,2026-08-09,Organic Search,2026-09-01
3275,3275,1,2024-08-27,Paid Ads,2024-09-06
3276,3276,28,2024-10-26,Organic Search,2024-11-10
3277,3277,2,2025-10-11,Paid Ads,2025-11-08
3278,3278,7,2023-12-24,Organic Search,2024-01-23
3279,3279,22,2026-08-17,Email,2026-09-08
3280,3280,1,2024-08-21,Direct,2024-09-15
3281,3281,1,2024-08-16,Organic Search,2024-09-12
3282,3282,13,2026-01-26,Organic Search,2026-02-02
3283,3283,29,2024-09-09,Paid Ads,2024-09-20
3284,3284,27,2025-06-20,Organic Search,2025-06-26
3285,3285,13,2026-01-25,Paid Ads,2026-02-24
3286,3286,17,2026-06-16,Paid Ads,2026-06-21
3287,3287,28,2024-11-01,Paid Ads,2024-11-30
3288,3288,28,2024-10-18,Organic Search,2024-10-29
3289,3289,11,2025-12-23,Organic Search,2026-01-06
3290,3290,30,2026-05-22,Organic Search,2026-06-04
3291,3291,5,2024-01-25,Paid Ads,2024-02-07
3292,3292,8,2024-01-07,Paid Ads,2024-01-11
3293,3293,13,2026-01-27,Organic Search,2026-02-25
3294,3294,23,2024-07-01,Email,2024-07-14
3295,3295,16,2025-05-03,Organic Search,2025-05-22
3296,3296,18,2025-12-02,Direct,2025-12-16
3297,3297,21,2026-05-03,Organic Search,2026-05-19
3298,3298,8,2024-01-12,Paid Ads,2024-02-04
3299,3299,19,2025-09-26,Organic Search,2025-10-12
3300,3300,19,2025-11-03,Paid Ads,2025-12-02
3301,3301,23,2024-06-23,Organic Search,2024-07-15
3302,3302,25,2025-08-14,Organic Search,2025-09-13
3303,3303,30,2026-05-19,Paid Ads,2026-06-05
3304,3304,13,2026-02-01,Organic Search,2026-02-10
3305,3305,13,2026-01-24,Organic Search,2026-02-20
3306,3306,1,2024-09-03,Paid Ads,2024-09-22
3307,3307,25,2025-07-31,Paid Ads,2025-08-11
3308,3308,26,2025-09-12,Paid Ads,2025-09-27
3309,3309,22,2026-08-08,Email,2026-08-17
3310,3310,18,2025-11-27,Organic Search,2025-12-09
3311,3311,26,2025-09-22,Organic Search,2025-10-11
3312,3312,2,2025-10-04,Paid Ads,2025-10-20
3313,3313,17,2026-06-13,Organic Search,2026-06-17
3314,3314,2,2025-10-02,Paid Ads,2025-10-09
3315,3315,7,2024-01-04,Organic Search,2024-01-05
3316,3316,15,2024-09-16,Organic Search,2024-10-05
3317,3317,13,2026-01-30,Organic Search,2026-01-31
3318,3318,5,2024-02-11,Direct,2024-02-17
3319,3319,18,2025-11-26,Organic Search,2025-12-20
3320,3320,14,2026-04-25,Paid Ads,2026-05-06
3321,3321,18,2025-11-30,Direct,2025-12-05
3322,3322,10,2024-05-16,Organic Search,2024-05-30
3323,3323,1,2024-09-09,Organic Search,2024-09-25
3324,3324,27,2025-06-22,Direct,2025-07-06
3325,3325,9,2025-06-21,Direct,2025-07-10
3326,3326,16,2025-04-26,Email,2025-05-23
3327,3327,3,2025-09-30,Organic Search,2025-10-29
3328,3328,28,2024-10-13,Organic Search,2024-10-29
3329,3329,15,2024-09-16,Organic Search,2024-10-16
3330,3330,21,2026-04-28,Paid Ads,2026-05-11
3331,3331,15,2024-09-14,Organic Search,2024-10-13
3332,3332,17,2026-06-19,Paid Ads,2026-07-06
3333,3333,23,2024-06-05,Paid Ads,2024-06-27
3334,3334,1,2024-08-21,Paid Ads,2024-09-02
3335,3335,30,2026-05-19,Paid Ads,2026-06-14
3336,3336,9,2025-05-19,Paid Ads,2025-05-30
3337,3337,19,2025-10-04,Direct,2025-10-22
3338,3338,23,2024-07-01,Direct,2024-07-12
3339,3339,18,2025-12-02,Paid Ads,2025-12-30
3340,3340,21,2026-05-07,Paid Ads,2026-05-21
3341,3341,1,2024-08-25,Paid Ads,2024-09-04
3342,3342,13,2026-01-23,Organic Search,2026-02-21
3343,3343,26,2025-09-13,Organic Search,2025-09-27
3344,3344,9,2025-06-02,Paid Ads,2025-06-22
3345,3345,17,2026-06-15,Email,2026-06-19
3346,3346,24,2025-06-13,Email,2025-07-04
3347,3347,14,2026-04-21,Paid Ads,2026-05-19
3348,3348,25,2025-08-05,Direct,2025-08-26
3349,3349,30,2026-05-19,Paid Ads,2026-06-05
3350,3350,2,2025-09-30,Organic Search,2025-10-25
3351,3351,22,2026-08-09,Organic Search,2026-08-16
3352,3352,29,2024-10-04,Email,2024-10-30
3353,3353,29,2024-09-12,Direct,2024-09-18
3354,3354,20,2025-11-14,Paid Ads,2025-11-16
3355,3355,27,2025-06-28,Organic Search,2025-06-29
3356,3356,22,2026-08-04,Email,2026-08-06
3357,3357,7,2024-01-13,Paid Ads,2024-02-05
3358,3358,14,2026-05-05,Paid Ads,2026-05-20
3359,3359,24,2025-05-27,Organic Search,2025-06-17
3360,3360,27,2025-06-28,Organic Search,2025-07-04
3361,3361,10,2024-05-13,Paid Ads,2024-06-04
3362,3362,1,2024-08-16,Paid Ads,2024-09-08
3363,3363,19,2025-10-26,Organic Search,2025-11-03
3364,3364,30,2026-05-21,Direct,2026-06-01
3365,3365,8,2024-01-11,Organic Search,2024-02-04
3366,3366,1,2024-08-20,Paid Ads,2024-09-14
3367,3367,21,2026-05-07,Organic Search,2026-05-17
3368,3368,12,2024-04-11,Paid Ads,2024-04-13
3369,3369,19,2025-10-15,Paid Ads,2025-11-11
3370,3370,2,2025-10-03,Paid Ads,2025-10-05
3371,3371,22,2026-08-10,Direct,2026-08-23
3372,3372,12,2024-03-19,Paid Ads,2024-04-18
3373,3373,14,2026-04-21,Paid Ads,2026-05-06
3374,3374,24,2025-05-24,Paid Ads,2025-05-30
3375,3375,12,2024-04-14,Direct,2024-05-03
3376,3376,4,2024-01-21,Direct,2024-02-05
3377,3377,26,2025-09-18,Paid Ads,2025-10-15
3378,3378,24,2025-06-08,Direct,2025-07-04
3379,3379,15,2024-09-14,Paid Ads,2024-10-03
3380,3380,28,2024-11-05,Organic Search,2024-11-20
3381,3381,8,2024-01-08,Paid Ads,2024-02-05
3382,3382,20,2025-11-15,Direct,2025-12-06
3383,3383,4,2024-01-22,Organic Search,2024-02-12
3384,3384,24,2025-06-06,Paid Ads,2025-06-26
3385,3385,3,2025-09-22,Organic Search,2025-10-02
3386,3386,25,2025-08-11,Paid Ads,2025-09-01
3387,3387,7,2024-01-05,Direct,2024-01-28
3388,3388,28,2024-11-14,Paid Ads,2024-11-15
3389,3389,25,2025-08-16,Organic Search,2025-08-17
3390,3390,27,2025-06-25,Organic Search,2025-07-11
3391,3391,4,2024-01-21,Paid Ads,2024-01-28
3392,3392,12,2024-03-17,Organic Search,2024-04-12
3393,3393,20,2025-11-09,Paid Ads,2025-11-18
3394,3394,2,2025-10-11,Paid Ads,2025-11-09
3395,3395,11,2025-12-27,Paid Ads,2026-01-20
3396,3396,19,2025-10-13,Paid Ads,2025-10-23
3397,3397,7,2024-01-02,Email,2024-01-13
3398,3398,10,2024-05-18,Organic Search,2024-06-14
3399,3399,17,2026-06-17,Direct,2026-07-02
3400,3400,11,2025-12-21,Email,2026-01-17
3401,3401,11,2025-12-28,Organic Search,2026-01-20
3402,3402,17,2026-06-13,Email,2026-07-13
3403,3403,30,2026-05-22,Paid Ads,2026-05-30
3404,3404,15,2024-09-16,Organic Search,2024-10-10
3405,3405,11,2026-01-15,Paid Ads,2026-01-25
3406,3406,4,2024-01-28,Paid Ads,2024-02-03
3407,3407,16,2025-05-06,Paid Ads,2025-05-13
3408,3408,21,2026-04-29,Organic Search,2026-05-13
3409,3409,1,2024-09-04,Direct,2024-09-18
3410,3410,4,2024-01-25,Paid Ads,2024-02-04
3411,3411,12,2024-03-28,Organic Search,2024-04-15
3412,3412,22,2026-08-16,Organic Search,2026-08-29
3413,3413,7,2023-12-12,Organic Search,2024-01-03
3414,3414,23,2024-06-21,Organic Search,2024-07-07
3415,3415,9,2025-06-07,Email,2025-06-22
3416,3416,8,2024-01-14,Email,2024-02-01
3417,3417,24,2025-05-24,Organic Search,2025-06-06
3418,3418,12,2024-04-13,Organic Search,2024-05-03
3419,3419,1,2024-08-12,Organic Search,2024-08-31
3420,3420,29,2024-09-16,Organic Search,2024-09-28
3421,3421,10,2024-05-14,Paid Ads,2024-06-01
3422,3422,3,2025-09-21,Organic Search,2025-09-30
3423,3423,18,2025-11-30,Organic Search,2025-12-03
3424,3424,3,2025-09-26,Paid Ads,2025-10-26
3425,3425,6,2023-10-21,Paid Ads,2023-10-23
3426,3426,29,2024-09-29,Direct,2024-10-09
3427,3427,6,2023-10-17,Paid Ads,2023-11-09
3428,3428,10,2024-05-10,Organic Search,2024-05-25
3429,3429,12,2024-04-06,Paid Ads,2024-04-07
3430,3430,29,2024-09-22,Email,2024-09-30
3431,3431,20,2025-11-06,Paid Ads,2025-12-02
3432,3432,24,2025-05-30,Paid Ads,2025-06-21
3433,3433,2,2025-09-26,Organic Search,2025-10-02
3434,3434,12,2024-04-09,Email,2024-04-16
3435,3435,20,2025-11-28,Organic Search,2025-12-05
3436,3436,27,2025-06-04,Email,2025-07-02
3437,3437,18,2025-12-06,Paid Ads,2025-12-18
3438,3438,27,2025-06-09,Direct,2025-07-02
3439,3439,6,2023-10-24,Organic Search,2023-11-04
3440,3440,3,2025-09-25,Paid Ads,2025-10-10
3441,3441,3,2025-10-04,Organic Search,2025-10-22
3442,3442,27,2025-06-22,Organic Search,2025-06-22
3443,3443,21,2026-04-27,Organic Search,2026-05-27
3444,3444,15,2024-09-17,Paid Ads,2024-10-13
3445,3445,25,2025-08-09,Paid Ads,2025-08-24
3446,3446,20,2025-11-17,Paid Ads,2025-11-23
3447,3447,26,2025-09-19,Paid Ads,2025-10-02
3448,3448,9,2025-05-15,Paid Ads,2025-05-28
3449,3449,30,2026-05-16,Paid Ads,2026-06-15
3450,3450,28,2024-11-06,Paid Ads,2024-11-08
3451,3451,9,2025-06-20,Paid Ads,2025-07-11
3452,3452,27,2025-06-24,Organic Search,2025-07-13
3453,3453,1,2024-08-24,Paid Ads,2024-09-20
3454,3454,13,2026-01-28,Organic Search,2026-01-31
3455,3455,15,2024-09-16,Direct,2024-10-13
3456,3456,23,2024-06-15,Paid Ads,2024-07-13
3457,3457,29,2024-09-12,Paid Ads,2024-09-23
